Code,Msoa_name,education_no qualifications,lone_parent_unemployed,work_49hr_more,families_with_3plus_kids,child_poverty,overcrowded_houses,limiting_long-term_illness_disability,self_harm_hospital_admission,hospital_admission_associated_with_alcohol,samhi_index.2011,population_cannot_speak_english
E02000874,Tower Hamlets 011,23.9,66.2,321,35.4679803,28.6,40.9,15.6,40.5,100.6,-1.620828077127153,11.4
E02000875,Tower Hamlets 012,24.4,66.6,470,34.16046319,27.5,38.6,14.2,32,83.3,-1.704497762252122,10.3
E02000876,Tower Hamlets 013,19.1,78.1,488,29.24242424,27.8,41.1,14.6,37.6,110.1,-1.588124964870525,10.5
E02000877,Tower Hamlets 014,24.3,60.0,415,33.65695793,28.5,38.2,14.0,29.2,91.9,-1.678552833865098,10.3
E02000878,Tower Hamlets 015,17.2,75.6,1215,27.41116751,27.1,39.9,13.6,40.9,128.2,-1.305667136501562,10.7
E02000879,Tower Hamlets 016,26.3,64.6,373,33.58681876,26.8,34.1,18.4,45.3,124.7,-1.166159890321908,9.8
E02000880,Tower Hamlets 017,23.1,64.2,317,29.13256956,21.1,38.7,15.3,26.9,102.2,-1.41728105215868,10.7
E02000881,Tower Hamlets 018,29.2,66.1,265,35.17382413,31.8,35.0,15.4,51.2,97.1,-1.261196793437791,9.2
E02000882,Tower Hamlets 019,27.5,65.7,332,35.47826087,28.2,37.8,16.4,32.6,101.6,-1.49733208823669,11.0
E02000883,Tower Hamlets 020,31.9,62.6,263,32.27561197,30.1,33.0,18.3,51.1,128.7,-1.26231221791844,10.0
E02000884,Tower Hamlets 021,13.6,73.8,1426,27.25968436,28.2,44.9,11.2,17.5,64.7,-2.002720524710866,10.2
E02000885,Tower Hamlets 022,27.2,67.5,337,33.65617433,29.9,39.1,18.3,28.1,107.3,-1.577161116535588,12.2
E02000886,Tower Hamlets 023,17.1,61.3,1022,25.40322581,23.9,30.4,12.3,27,83.8,-1.343628564364258,7.6
E02000887,Tower Hamlets 024,26.4,62.0,412,27.17569787,28.8,36.6,15.0,34.1,106.4,-0.9024368885559588,9.8
E02000888,Tower Hamlets 025,16.5,59.9,1066,29.19389978,23.4,37.8,10.7,31.6,71.7,-1.697518456056083,8.8
E02000889,Tower Hamlets 026,15.7,56.2,935,24.79871176,22.9,30.6,11.8,24.9,82.2,-1.633379915180982,6.9
E02000890,Tower Hamlets 027,8.8,40.6,1349,13.50649351,12.1,24.3,8.8,18,67.6,-1.971578764783448,2.5
E02000891,Tower Hamlets 028,11.6,58.2,1902,22.46203038,22.7,34.7,8.2,23.2,67.3,-1.950808289845147,4.8
E02000893,Tower Hamlets 030,20.3,58.3,611,17.3053152,19.9,22.6,14.2,35.9,118.6,-1.538099838582155,5.1
E02000894,Tower Hamlets 031,11.2,58.7,1490,15.32921811,16.6,25.8,7.7,20.5,64.5,-1.975060926431256,4.6
E02000895,Waltham Forest 001,29.1,46.1,380,17.70623742,22.2,12.3,20.0,31.7,84.3,-0.8984313573269986,2.0
E02000896,Waltham Forest 002,19.9,39.6,677,13.17073171,13.3,8.9,16.2,32.4,87.7,-1.396106429682589,1.0
E02000897,Waltham Forest 003,29.3,49.3,445,17.59776536,22.2,12.1,19.8,41,86.8,-1.418353374924002,2.1
E02000898,Waltham Forest 004,26.3,48.0,407,14.96598639,16.9,10.9,18.4,43.5,84.8,-1.022393663833283,2.1
E02000899,Waltham Forest 005,25.2,36.0,454,14.4,18.4,11.5,16.5,31.6,82.4,-1.033750459465868,2.7
E02000900,Waltham Forest 006,26.3,49.5,360,20.12522361,20.3,14.1,16.7,48.2,89.5,-1.487250943118502,3.2
E02000901,Waltham Forest 007,18.4,35.7,597,15.56082148,13.6,9.0,15.1,29.2,71.5,-1.813459559778305,1.5
E02000902,Waltham Forest 008,22.0,46.9,404,20.92050209,20.3,18.7,14.4,35.3,74.7,-1.859364687288897,3.6
E02000903,Waltham Forest 009,26.3,55.4,377,24.4478294,27.3,21.7,16.9,29.4,101.2,-1.403993211591942,6.5
E02000904,Waltham Forest 010,18.6,47.0,446,18.12816189,17.6,20.4,12.4,34.7,73.4,-1.92335587705479,4.4
E02000905,Waltham Forest 011,19.7,47.7,442,19.1376702,15.3,21.1,13.5,31.5,78.2,-1.243772161145087,6.7
E02000906,Waltham Forest 012,20.7,48.3,444,20.29548989,20.9,22.0,12.8,22.2,82.7,-1.648895265657775,7.2
E02000907,Waltham Forest 013,24.7,53.8,376,25.94936709,25.0,31.8,16.3,39.9,120.7,-0.8894721444547932,6.7
E02000908,Waltham Forest 014,18.0,45.1,602,15.98455598,20.8,29.2,12.7,25.7,80.9,-1.565472008734914,6.7
E02000909,Waltham Forest 015,16.8,42.4,543,15.42416452,15.9,20.3,13.2,37.8,78.7,-1.352264996978512,4.2
E02000910,Waltham Forest 016,17.3,51.7,617,16.76646707,17.3,26.4,14.4,26.1,88.1,-0.9366059970737958,7.9
E02000911,Waltham Forest 017,19.4,49.7,526,19.30555556,21.4,30.8,13.4,28,89.7,-1.514656058088645,7.7
E02000912,Waltham Forest 018,23.0,46.6,404,25.71202532,19.7,23.6,15.7,14.3,82.6,-1.296439245608194,8.1
E02000913,Waltham Forest 019,19.4,48.8,467,23.51797862,15.8,20.9,14.4,21.4,91.7,-1.705745004349837,6.6
E02000914,Waltham Forest 020,23.0,56.5,364,25.67272727,25.0,37.1,15.7,41.5,113.1,-1.61703585690444,10.8
E02000915,Waltham Forest 021,16.6,45.3,614,16.48471616,14.0,25.7,13.7,24.8,89.5,-1.202307670858357,4.3
E02000916,Waltham Forest 022,21.7,45.7,380,18.58887381,19.9,29.1,12.1,31.5,110.0,-1.322972117856165,8.6
E02000917,Waltham Forest 023,16.0,34.0,444,19.1626409,11.9,28.1,10.5,17.1,85.2,-1.635988117096721,7.8
E02000918,Waltham Forest 024,16.8,49.5,558,17.60435572,18.1,31.2,12.7,33.3,84.6,-1.935757660149159,5.6
E02000919,Waltham Forest 025,16.9,45.8,528,18.9,12.4,28.6,12.4,21.5,74.0,-1.881928105697031,7.8
E02000920,Waltham Forest 026,18.8,51.5,419,21.02519548,22.2,32.2,14.0,46,86.7,-1.768852770188693,7.2
E02000921,Waltham Forest 027,20.0,55.0,475,24.28958051,23.3,32.4,14.1,36.1,104.2,-1.442413054877417,6.5
E02000922,Waltham Forest 028,18.3,41.3,483,20.03081664,18.7,27.7,12.8,24.2,95.6,-1.435506346204221,8.3
E02000923,Wandsworth 001,9.0,37.0,1294,12.30283912,11.1,18.5,10.7,21.8,77.6,-1.548020295858361,1.5
E02000924,Wandsworth 002,13.6,52.1,1324,15.65703635,28.1,35.4,11.9,38.6,104.6,-1.569740168736342,3.6
E02000925,Wandsworth 003,17.6,49.7,775,19.65020576,27.3,27.0,14.6,52.6,122.6,-0.9802108530092182,2.4
E02000926,Wandsworth 004,9.9,49.8,1472,15.25658807,18.8,24.3,9.8,27.8,77.7,-1.611874384829486,1.6
E02000927,Wandsworth 005,17.0,54.9,927,13.44262295,24.4,17.7,14.1,75.9,129.4,-1.391819706510519,0.9
E02000928,Wandsworth 006,7.5,39.8,1414,16.30804077,5.7,10.2,8.6,27,64.4,-1.791783255058827,0.6
E02000929,Wandsworth 007,21.9,49.5,422,18.63488624,33.5,32.7,15.3,72.8,166.0,-1.207818324286488,3.0
E02000930,Wandsworth 008,7.7,46.5,1742,10.62416999,12.6,20.2,8.5,17.6,79.5,-1.981468125948369,1.0
E02000931,Wandsworth 009,5.3,33.8,1818,14.40377804,3.4,12.5,6.4,11.1,65.2,-2.053091123257376,0.7
E02000932,Wandsworth 010,5.1,43.9,2065,12.6778784,8.5,19.9,6.3,24.1,79.3,-1.863323499785078,1.2
E02000933,Wandsworth 011,9.2,45.2,1322,19.12632822,8.0,16.0,10.3,62.3,67.1,-1.755441570442757,1.2
E02000934,Wandsworth 012,8.7,39.6,1632,11.01573677,11.9,21.0,9.0,22,76.3,-1.883975051059358,1.2
E02000935,Wandsworth 013,18.7,57.4,286,19.47115385,31.9,25.2,15.8,93.3,132.6,-1.109437679889119,4.1
E02000936,Wandsworth 014,8.5,53.5,1166,15.69282137,14.8,20.5,11.8,23.5,84.6,-1.684355072700232,1.5
E02000937,Wandsworth 015,7.1,37.6,1449,19.70649895,5.1,11.3,8.1,11,62.3,-1.960924515385859,1.0
E02000938,Wandsworth 016,17.7,52.7,781,16.72661871,22.0,18.9,16.7,68.6,96.1,-1.152665024106595,2.6
E02000939,Wandsworth 017,7.6,50.8,1354,18.52534562,4.5,11.3,9.1,28.8,58.6,-1.562672210922955,1.2
E02000940,Wandsworth 018,14.7,51.0,819,17.20183486,25.7,27.3,11.4,35.5,94.4,-1.549662516601143,3.4
E02000941,Wandsworth 019,9.8,43.7,1598,19.05187835,8.8,12.5,9.3,87.7,103.5,-1.363117546566888,1.2
E02000942,Wandsworth 020,7.9,34.2,1332,21.34423252,5.5,12.6,8.7,26.3,67.3,-1.933556311970408,2.1
E02000943,Wandsworth 021,7.5,37.6,1452,18.85790173,9.3,19.4,8.5,25.8,76.1,-1.494281538268953,1.4
E02000944,Wandsworth 022,17.3,47.9,585,21.13459399,25.3,28.2,15.1,56.8,124.4,-1.416396253751423,4.1
E02000945,Wandsworth 023,18.7,48.1,343,21.20051086,28.8,25.5,16.0,82.1,124.2,-1.147365784960385,4.2
E02000946,Wandsworth 024,15.9,46.9,1000,18.43137255,19.6,17.6,13.6,47.4,73.2,-1.69742412389309,2.9
E02000947,Wandsworth 025,8.6,38.3,1204,9.359104781,6.1,10.7,8.8,16.9,69.9,-1.951713732952087,1.2
E02000948,Wandsworth 026,8.0,46.9,1577,13.08176101,12.7,16.6,9.1,33,94.4,-1.48603469263459,1.3
E02000949,Wandsworth 027,7.0,31.2,1573,20.24291498,4.6,17.9,10.0,33.9,82.4,-1.407936572835264,1.0
E02000950,Wandsworth 028,12.2,46.0,803,18.87694146,15.4,16.3,10.8,30.9,76.8,-1.983156893052657,3.0
E02000951,Wandsworth 029,10.0,43.4,831,16.34446397,12.8,23.5,13.0,20.5,92.8,-1.55115544748934,1.8
E02000952,Wandsworth 030,10.1,50.4,817,23.27447833,10.7,23.1,11.7,71.2,110.6,-1.661944236563554,2.4
E02000953,Wandsworth 031,10.4,37.1,860,14.09883721,8.7,24.3,9.1,33.7,74.2,-1.708730536194639,2.1
E02000954,Wandsworth 032,13.0,57.5,560,22.44897959,13.4,16.6,12.0,33.3,81.2,-1.793199555407352,4.5
E02000955,Wandsworth 033,18.0,53.3,429,17.40696279,23.2,21.3,14.3,41.1,105.0,-1.699253441555026,4.9
E02000956,Wandsworth 034,14.4,55.5,511,20.69857697,25.0,27.4,12.5,50.5,116.1,-1.560634282176212,4.6
E02000957,Wandsworth 035,13.5,53.5,820,16.2138475,18.6,22.9,12.7,21.8,103.8,-1.826565098527167,5.5
E02000958,Wandsworth 036,14.4,39.2,563,19.8156682,11.6,14.3,13.1,35.7,85.6,-1.705707025294474,3.4
E02000959,Wandsworth 037,16.9,49.8,488,17.49745677,20.1,22.6,13.9,34.9,108.5,-1.527256250661682,4.9
E02000960,Westminster 001,11.7,49.6,1133,14.36781609,6.7,18.3,13.9,11.6,46.8,-2.116615330797856,4.2
E02000961,Westminster 002,13.7,60.5,1325,23.67972743,13.8,24.2,13.9,20,61.4,-1.627782816611677,4.7
E02000962,Westminster 003,14.0,56.2,1142,19.63636364,11.1,30.8,16.9,13.8,71.7,-1.24372779871817,4.9
E02000963,Westminster 004,23.8,56.6,594,24.21203438,27.4,31.3,19.9,50,133.0,-0.9774585250313096,5.7
E02000964,Westminster 005,19.0,56.5,998,19.64769648,28.6,32.0,18.2,37.1,113.9,-1.169341989205481,4.8
E02000965,Westminster 006,9.8,56.9,1485,16.23449831,12.8,25.7,11.5,25.6,89.3,-1.738450435049368,3.2
E02000966,Westminster 007,8.5,50.9,1983,15.40880503,8.3,24.4,11.5,19.3,58.7,-1.865526853480677,3.8
E02000967,Westminster 008,6.4,58.5,1499,12.62729124,5.4,25.1,9.1,16.8,37.8,-2.341796177934572,2.6
E02000968,Westminster 009,27.7,67.4,737,28.81172002,33.7,41.3,22.8,69.8,117.8,-0.6774755593913123,9.9
E02000969,Westminster 010,25.8,62.4,505,26.11464968,34.4,40.0,21.3,24.7,137.4,-0.3970106380969115,7.5
E02000970,Westminster 011,5.9,40.2,2363,10.2739726,4.2,21.8,8.2,14.4,51.4,-1.894925943556372,1.7
E02000971,Westminster 012,9.0,55.9,1719,15.81632653,8.7,32.7,11.0,11.7,62.0,-1.95466082298321,3.8
E02000972,Westminster 013,10.1,57.3,1602,18.1122449,18.3,39.0,13.2,29.1,89.7,-1.169791950200356,3.5
E02000973,Westminster 014,8.9,54.1,2052,16.52281134,11.7,33.9,12.9,18,79.1,-1.624975751855149,2.7
E02000974,Westminster 015,13.2,65.9,1347,18.99736148,11.4,34.5,12.7,14.8,59.4,-1.137767725524806,5.6
E02000975,Westminster 016,5.9,55.0,1958,13.12607945,8.1,40.8,8.6,11.5,47.7,-2.0296746666549,3.5
E02000976,Westminster 017,7.8,55.9,1870,18.72399445,12.1,39.2,11.0,23.3,66.7,-1.805731125454335,4.1
E02000977,Westminster 018,9.4,44.3,1722,11.14551084,11.8,28.5,11.0,67.7,87.6,-1.804371776686136,3.3
E02000978,Westminster 019,5.7,50.9,1792,17.37849779,1.7,10.2,6.0,12.5,38.5,-2.230168532132878,2.3
E02000979,Westminster 020,10.8,46.3,1574,15.26845638,16.1,22.2,13.2,118.3,191.0,-1.16532338873968,2.9
E02000980,Westminster 021,14.0,57.3,1253,18.15889029,22.2,32.8,16.5,74.2,128.0,-0.8853088043852693,3.8
E02000981,Westminster 022,7.6,46.5,1923,15.78947368,15.7,28.7,11.6,58.9,86.6,-1.442181683897621,2.1
E02000982,Westminster 023,15.8,61.3,1009,19.93087558,26.2,32.0,16.8,53.9,100.1,-1.430411488684609,4.1
E02000983,Westminster 024,16.9,55.6,1158,20.67567568,27.7,33.5,17.6,51.3,99.7,-1.152843606884926,3.5
E02006782,Bromley 040,22.6,43.9,475,15.68627451,19.1,8.6,18.0,41.9,81.6,-0.8756833236145108,1.1
E02006783,Lewisham 037,30.1,50.7,239,18.64820847,30.9,17.4,18.1,68.1,90.6,-0.75062485943177,2.2
E02006784,Lewisham 038,30.2,47.1,319,19.98060136,24.8,17.5,19.6,41.3,108.4,-0.7726610705167324,2.2
E02006785,Bexley 029,27.3,40.3,289,16.79586563,15.5,6.6,18.3,38.7,85.7,-1.556657499345212,1.6
E02006786,Greenwich 033,22.1,46.8,268,18.28571429,22.0,17.7,14.7,54.2,107.5,-1.924274613509452,2.9
E02006787,Bromley 041,16.7,29.6,501,13.65313653,7.9,5.9,13.1,54.7,77.8,-0.7486043645478883,0.5
E02006788,Croydon 045,21.3,39.5,294,17.84860558,25.6,13.4,14.9,29,79.5,-1.215232933362349,1.8
E02006789,Bromley 042,21.1,36.5,542,15.07607192,12.6,3.5,15.8,41.3,84.5,-1.54409104918933,0.1
E02006791,Ealing 040,10.2,43.4,897,11.88118812,13.1,19.8,11.2,49.9,118.9,-1.603176420755409,2.3
E02006792,Hounslow 029,9.2,45.2,1093,13.69127517,12.9,20.4,12.4,31.9,73.9,-1.172796514795066,2.4
E02006793,Enfield 037,30.6,59.7,274,20.46543463,28.0,31.8,16.4,33.4,111.4,-1.62142977178679,12.1
E02006794,Haringey 037,30.1,58.7,231,23.10374891,29.2,38.1,16.9,24.8,123.6,-1.18516977358035,12.5
E02006795,Harrow 032,14.4,38.7,386,15.77540107,8.8,14.4,13.9,35.1,86.6,-1.877847252295827,5.3
E02006796,Hillingdon 033,19.6,39.6,489,13.06191688,11.4,12.0,13.6,65.3,99.7,-1.359916413879548,2.2
E02006798,Lewisham 039,18.9,47.7,365,18.01896733,31.8,35.6,13.7,40.5,116.9,-1.205603552786013,6.3
E02006799,Barking and Dagenham 023,30.1,50.2,348,19.3174501,22.1,16.9,18.0,38.3,108.4,-1.452294424923128,3.3
E02006800,Redbridge 034,18.1,52.7,569,24.10171365,16.6,22.3,14.3,33.3,86.5,-1.843414023745914,7.1
E02006801,Lambeth 036,13.0,44.9,1057,15.02683363,22.4,25.8,12.3,39.6,117.1,-1.004945325261351,2.4
E02006802,Southwark 034,14.1,41.4,654,15.7807309,27.6,31.5,14.2,141.7,196.4,-0.4879002541714607,3.0
E02006836,Sutton 025,12.8,25.7,755,15.1,2.8,5.0,13.0,69.4,70.6,-1.263790599713547,0.9
E02006853,Tower Hamlets 032,14.6,58.9,1044,21.9895288,28.8,42.4,9.7,25.1,68.4,-1.879073660046539,5.0
E02006854,Tower Hamlets 033,7.9,58.6,1503,23.60248447,21.6,37.9,6.8,33.9,47.5,-1.919697842488904,3.7
E02006882,Harrow 033,18.5,27.9,737,16.71606402,7.9,14.4,14.4,28.9,94.9,-2.171107978466087,7.0
E02006918,Hackney 028,21.0,51.2,349,25.39130435,29.0,38.7,15.0,49.9,108.6,-1.501888680940866,7.6
E02006921,Hackney 029,31.1,52.4,230,29.65217391,22.0,30.6,14.9,30,146.1,-1.559166923305399,9.5
E02006924,Redbridge 035,17.6,46.8,630,22.14377407,12.6,18.4,15.5,25.4,73.5,-1.847781995562244,5.4
E02006925,Redbridge 036,17.0,40.8,743,22.04724409,6.7,9.8,14.9,27.8,73.1,-2.022833145965987,4.6
E02006927,Greenwich 034,21.2,51.2,564,20.2965709,17.0,10.7,16.8,34.3,81.9,-1.216242103485687,2.3
E02006928,Greenwich 035,11.4,50.4,674,14.09147095,31.4,29.5,9.2,33,80.0,-1.543349041913059,3.3
E02006929,Greenwich 036,16.9,53.1,741,16.32183908,25.2,27.0,14.3,24.1,96.0,-1.549147882135106,2.6
E02006930,Greenwich 037,12.9,46.6,727,13.62940276,17.4,16.9,11.3,34.2,82.6,-1.733224811561225,1.8
E02006931,Greenwich 038,14.0,41.1,1170,16.9792695,18.0,18.6,12.7,51.5,85.2,-1.439169446070853,1.5
